mtype,entry,value
L6_BPC,axon.targeting,0.2
L6_BPC,axon.randomness,0.2
L6_BPC,axon.step_size.norm.std,0.0
L6_BPC,axon.growth_method,tmd_gradient
L6_BPC,axon.bias,0.5
L6_BPC,axon.bias_length,1.0
L6_BPC,axon.major_termination_length,1000

L6_HPC,apical_dendrite.growth_method,tmd_gradient
L6_HPC,apical_dendrite.has_apical_tuft,False
L6_HPC,apical_dendrite.bias_length,0.4
L6_HPC,apical_dendrite.bias,0.4
L6_HPC,apical_dendrite.apical_distance,0.0
L6_HPC,apical_dendrite.branching_method,bio_oriented
L6_HPC,apical_dendrite.randomness,0.26
L6_HPC,apical_dendrite.orientation.mode,normal_pia_constraint
L6_HPC,apical_dendrite.orientation.values.direction.mean,1.1
L6_HPC,apical_dendrite.orientation.values.direction.std,0.3
L6_HPC,basal_dendrite.randomness,0.26
L6_HPC,basal_dendrite.orientation.mode,pia_constraint
L6_HPC,axon.orientation.mode,normal_pia_constraint
L6_HPC,axon.orientation.values.direction.mean,3.1415
L6_HPC,axon.orientation.values.direction.std,0.2
L6_HPC,axon.targeting,0.2
L6_HPC,axon.randomness,0.2
L6_HPC,axon.step_size.norm.std,0.0

L6_IPC,basal_dendrite.randomness,0.26
L6_IPC,apical_dendrite.branching_method,bio_oriented
L6_IPC,apical_dendrite.has_apical_tuft,True
L6_IPC,apical_dendrite.bias_length,0.4
L6_IPC,apical_dendrite.bias,0.4
L6_IPC,apical_dendrite.apical_distance,0.0
L6_IPC,apical_dendrite.growth_method,tmd_gradient
L6_IPC,apical_dendrite.randomness,0.26
L6_IPC,apical_dendrite.orientation.mode,normal_pia_constraint
L6_IPC,apical_dendrite.orientation.values.direction.mean,3.1415
L6_IPC,apical_dendrite.orientation.values.direction.std,3.1415
L6_IPC,basal_dendrite.orientation.mode,apical_constraint
L6_IPC,grow_types[0],apical_dendrite
L6_IPC,grow_types[1],basal_dendrite
L6_IPC,axon.orientation.mode,normal_pia_constraint
L6_IPC,axon.orientation.values.direction.mean,3.1415
L6_IPC,axon.orientation.values.direction.std,0.2
L6_IPC,axon.targeting,0.2
L6_IPC,axon.randomness,0.2
L6_IPC,axon.step_size.norm.std,0.0
L6_IPC,axon.growth_method,tmd_gradient
L6_IPC,axon.bias,0.5
L6_IPC,axon.bias_length,1.0
L6_IPC,axon.major_termination_length,1000



L6_TPC:A,apical_dendrite.targeting,0.16
L6_TPC:A,apical_dendrite.has_apical_tuft,True
L6_TPC:A,apical_dendrite.bias_length,0.15
L6_TPC:A,apical_dendrite.bias,0.3
L6_TPC:A,apical_dendrite.apical_distance,0.0
L6_TPC:A,apical_dendrite.growth_method,tmd_gradient
L6_TPC:A,apical_dendrite.branching_method,bio_oriented
L6_TPC:A,apical_dendrite.orientation.mode,normal_pia_constraint
L6_TPC:A,apical_dendrite.orientation.values.direction.mean,0.0
L6_TPC:A,apical_dendrite.orientation.values.direction.std,0.0
L6_TPC:A,basal_dendrite.orientation.mode,pia_constraint
L6_TPC:A,axon.orientation.mode,normal_pia_constraint
L6_TPC:A,axon.orientation.values.direction.mean,3.1415
L6_TPC:A,axon.orientation.values.direction.std,0.2
L6_TPC:A,axon.targeting,0.2
L6_TPC:A,axon.randomness,0.2
L6_TPC:A,axon.step_size.norm.std,0.0
L6_TPC:A,axon.growth_method,tmd_gradient
L6_TPC:A,axon.bias,0.5
L6_TPC:A,axon.bias_length,1.0
L6_TPC:A,axon.major_termination_length,1000

L6_TPC:C,apical_dendrite.has_apical_tuft,True
L6_TPC:C,apical_dendrite.bias,0.3
L6_TPC:C,apical_dendrite.apical_distance,0.0
L6_TPC:C,apical_dendrite.growth_method,tmd_gradient
L6_TPC:C,apical_dendrite.branching_method,bio_oriented
L6_TPC:C,apical_dendrite.bias_length,0.15
L6_TPC:C,apical_dendrite.targeting,0.16
L6_TPC:C,apical_dendrite.orientation.mode,normal_pia_constraint
L6_TPC:C,apical_dendrite.orientation.values.direction.mean,0.0
L6_TPC:C,apical_dendrite.orientation.values.direction.std,0.0
L6_TPC:C,basal_dendrite.orientation.mode,pia_constraint
L6_TPC:C,axon.orientation.mode,normal_pia_constraint
L6_TPC:C,axon.orientation.values.direction.mean,3.1415
L6_TPC:C,axon.orientation.values.direction.std,0.2
L6_TPC:C,axon.targeting,0.2
L6_TPC:C,axon.randomness,0.2
L6_TPC:C,axon.step_size.norm.std,0.0
L6_TPC:C,axon.growth_method,tmd_gradient
L6_TPC:C,axon.bias,0.5
L6_TPC:C,axon.bias_length,1.0
L6_TPC:C,axon.major_termination_length,1000

L6_UPC,apical_dendrite.apical_distance,0.0
L6_UPC,apical_dendrite.has_apical_tuft,False
L6_UPC,apical_dendrite.orientation.mode,normal_pia_constraint
L6_UPC,apical_dendrite.orientation.values.direction.mean,0.0
L6_UPC,apical_dendrite.orientation.values.direction.std,0.0
L6_UPC,basal_dendrite.orientation.mode,pia_constraint
L6_UPC,axon.orientation.mode,normal_pia_constraint
L6_UPC,axon.orientation.values.direction.mean,3.1415
L6_UPC,axon.orientation.values.direction.std,0.2
L6_UPC,axon.targeting,0.2
L6_UPC,axon.randomness,0.2
L6_UPC,axon.step_size.norm.std,0.0
L6_UPC,axon.growth_method,tmd_gradient
L6_UPC,axon.bias,0.5
L6_UPC,axon.bias_length,1.0
L6_UPC,axon.major_termination_length,1000


L6_NGC,basal_dendrite.orientation.mode,pia_constraint
L6_NGC,axon.orientation.mode,normal_pia_constraint
L6_NGC,axon.orientation.values.direction.mean,2.5
L6_NGC,axon.orientation.values.direction.std,0.5
L6_NGC,axon.targeting,0.2
L6_NGC,axon.randomness,0.2
L6_NGC,axon.step_size.norm.std,0.0

L6_ChC,basal_dendrite.orientation.mode,pia_constraint
L6_ChC,basal_dendrite.step_size.norm.std,0.0
L6_ChC,axon.orientation.mode,normal_pia_constraint
L6_ChC,axon.orientation.values.direction.mean,3.1415
L6_ChC,axon.orientation.values.direction.std,0.7
L6_ChC,axon.targeting,0.2
L6_ChC,axon.randomness,0.2
L6_ChC,axon.step_size.norm.std,0.0

L6_BP,basal_dendrite.orientation.mode,normal_pia_constraint
L6_BP,basal_dendrite.orientation.values.direction.mean,3.1415
L6_BP,basal_dendrite.orientation.values.direction.std,0.1
L6_BP,basal_dendrite.step_size.norm.std,0.0
L6_BP,axon.orientation.mode,normal_pia_constraint
L6_BP,axon.orientation.values.direction.mean,0
L6_BP,axon.orientation.values.direction.std,0.1
L6_BP,axon.targeting,0.2
L6_BP,axon.randomness,0.2
L6_BP,axon.step_size.norm.std,0.0
L6_BP,axon.growth_method,tmd_gradient
L6_BP,axon.bias,1.0
L6_BP,axon.bias_length,0.3


L6_DBC,basal_dendrite.orientation.mode,pia_constraint
L6_DBC,basal_dendrite.orientation.values.form,double_step
L6_DBC,basal_dendrite.step_size.norm.std,0.0
L6_DBC,axon.orientation.mode,normal_pia_constraint
L6_DBC,axon.orientation.values.direction.mean,3.1415
L6_DBC,axon.orientation.values.direction.std,0.2
L6_DBC,axon.targeting,0.2
L6_DBC,axon.randomness,0.2
L6_DBC,axon.step_size.norm.std,0.0
L6_DBC,axon.growth_method,tmd_gradient
L6_DBC,axon.bias,1.0
L6_DBC,axon.bias_length,0.7

L6_LBC,basal_dendrite.orientation.mode,pia_constraint
L6_LBC,basal_dendrite.orientation.values.form,double_step
L6_LBC,basal_dendrite.orientation.mode,pia_constraint
L6_LBC,basal_dendrite.orientation.values.form,double_step
L6_LBC,basal_dendrite.step_size.norm.std,0.0
L6_LBC,axon.orientation.mode,normal_pia_constraint
L6_LBC,axon.orientation.values.direction.mean,0.5
L6_LBC,axon.orientation.values.direction.std,1.5
L6_LBC,axon.targeting,0.2
L6_LBC,axon.randomness,0.2
L6_LBC,axon.step_size.norm.std,0.0
L6_LBC,axon.growth_method,tmd_gradient
L6_LBC,axon.bias,1.0
L6_LBC,axon.bias_length,0.7

L6_SBC,basal_dendrite.orientation.mode,pia_constraint
L6_SBC,basal_dendrite.orientation.values.form,double_step
L6_SBC,basal_dendrite.step_size.norm.std,0.0
L6_SBC,axon.orientation.mode,normal_pia_constraint
L6_SBC,axon.orientation.values.direction.mean,1.5
L6_SBC,axon.orientation.values.direction.std,0.5
L6_SBC,axon.targeting,0.2
L6_SBC,axon.randomness,0.2
L6_SBC,axon.step_size.norm.std,0.0

L6_NBC,basal_dendrite.orientation.mode,pia_constraint
L6_NBC,basal_dendrite.orientation.values.form,double_step
L6_NBC,basal_dendrite.step_size.norm.std,0.0
L6_NBC,axon.orientation.mode,normal_pia_constraint
L6_NBC,axon.orientation.values.direction.mean,0.5
L6_NBC,axon.orientation.values.direction.std,1.0
L6_NBC,axon.targeting,0.2
L6_NBC,axon.randomness,0.2
L6_NBC,axon.step_size.norm.std,0.0

L6_BTC,basal_dendrite.orientation.mode,pia_constraint
L6_BTC,basal_dendrite.orientation.values.form,double_step
L6_BTC,basal_dendrite.step_size.norm.std,0.0
L6_BTC,axon.orientation.mode,normal_pia_constraint
L6_BTC,axon.orientation.values.direction.mean,3.1415
L6_BTC,axon.orientation.values.direction.std,0.2
L6_BTC,axon.targeting,0.2
L6_BTC,axon.randomness,0.2
L6_BTC,axon.step_size.norm.std,0.0
L6_BTC,axon.growth_method,tmd_gradient
L6_BTC,axon.bias,1.0
L6_BTC,axon.bias_length,0.7

L6_MC,basal_dendrite.orientation.mode,pia_constraint
L6_MC,basal_dendrite.orientation.values.form,double_step
L6_MC,basal_dendrite.step_size.norm.std,0.0
L6_MC,axon.orientation.mode,normal_pia_constraint
L6_MC,axon.orientation.values.direction.mean,0
L6_MC,axon.orientation.values.direction.std,0.5
L6_MC,axon.targeting,0.2
L6_MC,axon.randomness,0.2
L6_MC,axon.step_size.norm.std,0.0
L6_MC,axon.growth_method,tmd_gradient
L6_MC,axon.bias,1.0
L6_MC,axon.bias_length,0.7
